Block,0,576,002645DB,0,1,1,4294967295,0,0
Block,0,544,0037CB40,0,1,1,4294967295,0,0
Block,0,512,00262BA5,0,1,1,4294967295,0,0
Block,0,480,00383DE2,0,1,1,4294967295,0,0
Block,0,448,003EC0D0,0,1,1,4294967295,0,0
Block,0,416,00190F4C,0,1,1,4294967295,0,0
Block,0,384,0018F4BF,0,1,1,4294967295,0,0
Block,0,352,001071DF,0,1,1,4294967295,0,0
Block,0,320,0015F303,0,1,1,4294967295,0,0
Block,0,288,0026E28C,0,1,1,4294967295,0,0
Block,0,256,0035924D,0,1,1,4294967295,0,0
Block,0,224,001D38BD,0,1,1,4294967295,0,0
Block,0,192,000589CB,0,1,1,4294967295,0,0
Block,0,160,003E20EF,0,1,1,4294967295,0,0
Block,0,128,0017E3DA,0,1,1,4294967295,0,0
Block,0,96,00371483,0,1,1,4294967295,0,0
Block,0,64,003C25CB,0,1,1,4294967295,0,0
Block,0,32,0034B687,0,1,1,4294967295,0,0
Block,0,0,00219134,0,1,1,4294967295,0,0
Block,32,0,0022FD3F,0,1,1,4294967295,0,0
Block,64,0,00096CAF,0,1,1,4294967295,0,0
Block,96,0,0022BEF6,0,1,1,4294967295,0,0
Block,128,0,0012D2E9,0,1,1,4294967295,0,0
Block,160,0,00249CCD,0,1,1,4294967295,0,0
Block,192,0,0032AE55,0,1,1,4294967295,0,0
Block,224,0,0026D04F,0,1,1,4294967295,0,0
Block,256,0,0010D5C8,0,1,1,4294967295,0,0
Block,288,0,0025C0BE,0,1,1,4294967295,0,0
Block,320,0,001255CB,0,1,1,4294967295,0,0
Block,352,0,0037230B,0,1,1,4294967295,0,0
Block,384,0,0001DA07,0,1,1,4294967295,0,0
Block,416,0,00095552,0,1,1,4294967295,0,0
Block,448,0,00386F0E,0,1,1,4294967295,0,0
Block,480,0,003185BD,0,1,1,4294967295,0,0
Block,512,0,0000105B,0,1,1,4294967295,0,0
Block,544,0,00178880,0,1,1,4294967295,0,0
Block,576,0,00171B4B,0,1,1,4294967295,0,0
Block,608,0,003CFCEA,0,1,1,4294967295,0,0
Block,640,0,000B4196,0,1,1,4294967295,0,0
Block,672,0,0032E2B9,0,1,1,4294967295,0,0
Block,704,0,003EF63F,0,1,1,4294967295,0,0
Block,736,0,00066C36,0,1,1,4294967295,0,0
Block,768,0,00085D27,0,1,1,4294967295,0,0
Block,768,32,0029968C,0,1,1,4294967295,0,0
Block,768,64,001EF018,0,1,1,4294967295,0,0
Block,768,96,001DFF4C,0,1,1,4294967295,0,0
Block,768,128,000AA8A4,0,1,1,4294967295,0,0
Block,768,160,0012A450,0,1,1,4294967295,0,0
Block,768,256,001E2599,0,1,1,4294967295,0,0
Block,768,288,002BC4EF,0,1,1,4294967295,0,0
Block,768,320,002CFE05,0,1,1,4294967295,0,0
Block,768,352,002CAB61,0,1,1,4294967295,0,0
Block,768,384,003BF889,0,1,1,4294967295,0,0
Block,768,416,0020B002,0,1,1,4294967295,0,0
Block,768,448,003A8D8B,0,1,1,4294967295,0,0
Block,768,480,00327C0B,0,1,1,4294967295,0,0
Block,768,512,003B0336,0,1,1,4294967295,0,0
Block,768,544,0037F0F6,0,1,1,4294967295,0,0
Block,768,576,00311391,0,1,1,4294967295,0,0
Block,736,576,0025339C,0,1,1,4294967295,0,0
Block,704,576,00061936,0,1,1,4294967295,0,0
Block,672,576,002617A9,0,1,1,4294967295,0,0
Block,640,576,002091EC,0,1,1,4294967295,0,0
Block,608,576,002A178D,0,1,1,4294967295,0,0
Block,576,576,0032888F,0,1,1,4294967295,0,0
Block,544,576,000A182F,0,1,1,4294967295,0,0
Block,512,576,0029000D,0,1,1,4294967295,0,0
Block,480,576,002CE036,0,1,1,4294967295,0,0
Block,448,576,0009ECAA,0,1,1,4294967295,0,0
Block,416,576,00351B2B,0,1,1,4294967295,0,0
Block,384,576,001E2F49,0,1,1,4294967295,0,0
Block,352,576,0001554E,0,1,1,4294967295,0,0
Block,320,576,001051EE,0,1,1,4294967295,0,0
Block,288,576,0005D669,0,1,1,4294967295,0,0
Block,256,576,001381A9,0,1,1,4294967295,0,0
Block,224,576,00078C14,0,1,1,4294967295,0,0
Block,192,576,000FAA85,0,1,1,4294967295,0,0
Block,160,576,003B5337,0,1,1,4294967295,0,0
Block,128,576,00289BB2,0,1,1,4294967295,0,0
Block,96,576,001749D1,0,1,1,4294967295,0,0
Block,64,576,0013DA76,0,1,1,4294967295,0,0
Block,32,576,002489F5,0,1,1,4294967295,0,0
Block,768,192,00028900,0,1,1,4294967295,0,0
Block,768,224,000D4865,0,1,1,4294967295,0,0
SaveVeryHard,384,544,001F4B0D,0,1,1,4294967295,0,0
PlayerStart,384,544,0029455A,0,1,1,4294967295,0,0
Warp,384,480,00145641,0,1,1,4294967295,0,1
